nombre,principio,forma,tipo
FENOXIMETILPENICILINA POTASICA 600.000 UI cápsula dura,FENOXIMETILPENICILINA POTASICA,cápsula dura,pastilla
FENPROCUMONA 3 mg comprimido,FENPROCUMONA,comprimido,pastilla
"FENSPIRIDA HIDROCLORURO 0,2 % jarabe",FENSPIRIDA HIDROCLORURO,jarabe,ml
FENSPIRIDA HIDROCLORURO 80 mg comprimido,FENSPIRIDA HIDROCLORURO,comprimido,pastilla
FENSPIRIDA HIDROCLORURO 80 mg comprimido gastrorresistente,FENSPIRIDA HIDROCLORURO,comprimido gastrorresistente,pastilla
FENTANILO (citrato) 1.200 µg Comprimido con dispositivo para aplicación bucal,FENTANILO (citrato),Comprimido con dispositivo para aplicación bucal,pastilla
FENTANILO (citrato) 1.200 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 1.200 µg película bucogingival,FENTANILO (citrato),película bucogingival,otro
FENTANILO (citrato) 1.600 µg Comprimido con dispositivo para aplicación bucal,FENTANILO (citrato),Comprimido con dispositivo para aplicación bucal,pastilla
FENTANILO (citrato) 1.600 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 100 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 100 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 100 µg/dosis solución para pulverización nasal,FENTANILO (citrato),solución para pulverización nasal,ml
FENTANILO (citrato) 133 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 200 µg Comprimido con dispositivo para aplicación bucal,FENTANILO (citrato),Comprimido con dispositivo para aplicación bucal,pastilla
FENTANILO (citrato) 200 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 200 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 200 µg película bucogingival,FENTANILO (citrato),película bucogingival,otro
FENTANILO (citrato) 200 µg/dosis solución para pulverización nasal,FENTANILO (citrato),solución para pulverización nasal,ml
FENTANILO (citrato) 267 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 300 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 400 µg Comprimido con dispositivo para aplicación bucal,FENTANILO (citrato),Comprimido con dispositivo para aplicación bucal,pastilla
FENTANILO (citrato) 400 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 400 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 400 µg película bucogingival,FENTANILO (citrato),película bucogingival,otro
FENTANILO (citrato) 400 µg/dosis solución para pulverización nasal,FENTANILO (citrato),solución para pulverización nasal,ml
FENTANILO (citrato) 50 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 50 µg/dosis solución para pulverización nasal,FENTANILO (citrato),solución para pulverización nasal,ml
FENTANILO (citrato) 50 µg/ml solución inyectable,FENTANILO (citrato),solución inyectable,ml
FENTANILO (citrato) 533 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 600 µg Comprimido con dispositivo para aplicación bucal,FENTANILO (citrato),Comprimido con dispositivo para aplicación bucal,pastilla
FENTANILO (citrato) 600 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 600 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 600 µg película bucogingival,FENTANILO (citrato),película bucogingival,otro
FENTANILO (citrato) 67 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 800 µg Comprimido con dispositivo para aplicación bucal,FENTANILO (citrato),Comprimido con dispositivo para aplicación bucal,pastilla
FENTANILO (citrato) 800 µg comprimido bucogingival,FENTANILO (citrato),comprimido bucogingival,pastilla
FENTANILO (citrato) 800 µg comprimido sublingual,FENTANILO (citrato),comprimido sublingual,pastilla
FENTANILO (citrato) 800 µg película bucogingival,FENTANILO (citrato),película bucogingival,otro
FENTANILO (hidrocloruro) 40 µg/dosis sistema de liberación transdérmica,FENTANILO (hidrocloruro),sistema de liberación transdérmica,otro
FENTANILO 100 µg/h sistema de liberación transdérmica,FENTANILO,sistema de liberación transdérmica,otro
FENTANILO 12 µg/h sistema de liberación transdérmica,FENTANILO,sistema de liberación transdérmica,otro
"FENTANILO 12,5 µg/h sistema de liberación transdérmica",FENTANILO,sistema de liberación transdérmica,otro
FENTANILO 25 µg/h sistema de liberación transdérmica,FENTANILO,sistema de liberación transdérmica,otro
FENTANILO 50 µg/h sistema de liberación transdérmica,FENTANILO,sistema de liberación transdérmica,otro
FENTANILO 75 µg/h sistema de liberación transdérmica,FENTANILO,sistema de liberación transdérmica,otro
FENTERMINA HIDROCLORURO 10 mg cápsula dura,FENTERMINA HIDROCLORURO,cápsula dura,pastilla
FENTERMINA HIDROCLORURO 15 mg comprimido,FENTERMINA HIDROCLORURO,comprimido,pastilla
FENTERMINA HIDROCLORURO 15 mg cápsula dura,FENTERMINA HIDROCLORURO,cápsula dura,pastilla
"FENTERMINA HIDROCLORURO 18,75 mg cápsula dura",FENTERMINA HIDROCLORURO,cápsula dura,pastilla
FENTERMINA HIDROCLORURO 30 mg comprimido,FENTERMINA HIDROCLORURO,comprimido,pastilla
FENTERMINA HIDROCLORURO 30 mg cápsula dura,FENTERMINA HIDROCLORURO,cápsula dura,pastilla
"FENTERMINA HIDROCLORURO 37,5 mg comprimido",FENTERMINA HIDROCLORURO,comprimido,pastilla
"FENTERMINA HIDROCLORURO 37,5 mg cápsula dura",FENTERMINA HIDROCLORURO,cápsula dura,pastilla
FENTERMINA HIDROCLORURO 5 mg cápsula dura,FENTERMINA HIDROCLORURO,cápsula dura,pastilla
FENTICONAZOL NITRATO 1 g óvulo,FENTICONAZOL NITRATO,óvulo,pastilla
FENTICONAZOL NITRATO 2 % champú,FENTICONAZOL NITRATO,champú,otro
FENTICONAZOL NITRATO 2 % crema,FENTICONAZOL NITRATO,crema,otro
FENTICONAZOL NITRATO 2 % crema vaginal,FENTICONAZOL NITRATO,crema vaginal,otro
FENTICONAZOL NITRATO 2 % solución cutánea,FENTICONAZOL NITRATO,solución cutánea,ml
FENTICONAZOL NITRATO 200 mg cápsula vaginal blanda,FENTICONAZOL NITRATO,cápsula vaginal blanda,pastilla
FENTICONAZOL NITRATO 200 mg óvulo,FENTICONAZOL NITRATO,óvulo,pastilla
FENTICONAZOL NITRATO 600 mg cápsula vaginal blanda,FENTICONAZOL NITRATO,cápsula vaginal blanda,pastilla
FENTICONAZOL NITRATO 600 mg óvulo,FENTICONAZOL NITRATO,óvulo,pastilla
FENTOLAMINA MESILATO 10 mg/ml solución inyectable,FENTOLAMINA MESILATO,solución inyectable,ml
"FENTOLAMINA MESILATO 400 µg/1,7 ml solución inyectable para uso dental",FENTOLAMINA MESILATO,solución inyectable para uso dental,ml
FEPRADINOL 6 % gel,FEPRADINOL,gel,otro
FERRIMANITOL OVOALBUMINA 300 mg granulado para solución oral en sobre,FERRIMANITOL OVOALBUMINA,granulado para solución oral en sobre,ml
FERRIMANITOL OVOALBUMINA 600 mg granulado para solución oral en sobre,FERRIMANITOL OVOALBUMINA,granulado para solución oral en sobre,ml
FERROCOLINATO 100 mg/ml solución oral,FERROCOLINATO,solución oral,ml
FERROCOLINATO 200 mg/ml solución oral,FERROCOLINATO,solución oral,ml
FERROGLICINA SULFATO 170 mg/ml gotas orales en solución,FERROGLICINA SULFATO,gotas orales en solución,ml
FERROGLICINA SULFATO 30 mg/ml gotas orales en solución,FERROGLICINA SULFATO,gotas orales en solución,ml
FERROGLICINA SULFATO 30 mg/ml gotas orales en suspensión,FERROGLICINA SULFATO,gotas orales en suspensión,ml
"FERROGLICINA SULFATO 567,66 mg cápsula dura gastrorresistente",FERROGLICINA SULFATO,cápsula dura gastrorresistente,pastilla
FERROMANITOL OVOALBUMINA 100 mg solución oral,FERROMANITOL OVOALBUMINA,solución oral,ml
FERROMANITOL OVOALBUMINA 300 mg comprimido para solución oral,FERROMANITOL OVOALBUMINA,comprimido para solución oral,ml
FERUCARBOTRAN 540 mg/ml solución inyectable,FERUCARBOTRAN,solución inyectable,ml
FESOTERODINA FUMARATO 4 mg comprimido de liberación prolongada,FESOTERODINA FUMARATO,comprimido de liberación prolongada,pastilla
FESOTERODINA FUMARATO 8 mg comprimido de liberación prolongada,FESOTERODINA FUMARATO,comprimido de liberación prolongada,pastilla
FEXOFENADINA CLORHIDRATO 120 mg comprimido,FEXOFENADINA CLORHIDRATO,comprimido,pastilla
FEXOFENADINA CLORHIDRATO 120 mg cápsula dura,FEXOFENADINA CLORHIDRATO,cápsula dura,pastilla
FEXOFENADINA CLORHIDRATO 180 mg comprimido,FEXOFENADINA CLORHIDRATO,comprimido,pastilla
FEXOFENADINA CLORHIDRATO 180 mg cápsula dura,FEXOFENADINA CLORHIDRATO,cápsula dura,pastilla
FEXOFENADINA CLORHIDRATO 30 mg comprimido,FEXOFENADINA CLORHIDRATO,comprimido,pastilla
FEXOFENADINA CLORHIDRATO 6 mg/ml suspensión oral,FEXOFENADINA CLORHIDRATO,suspensión oral,ml
FEXOFENADINA CLORHIDRATO 60 mg + FENILEFRINA CLORHIDRATO 25 mg comprimido,FEXOFENADINA CLORHIDRATO,comprimido,pastilla
FEXOFENADINA CLORHIDRATO 60 mg + PSEUDOEFEDRINA CLORHIDRATO 120 mg comprimido de liberación prolongada,FEXOFENADINA CLORHIDRATO,comprimido de liberación prolongada,pastilla
FEXOFENADINA CLORHIDRATO 60 mg comprimido,FEXOFENADINA CLORHIDRATO,comprimido,pastilla
FIBRINOGENO HUMANO 1 g polvo para solución inyectable y para perfusión,FIBRINOGENO HUMANO,polvo para solución inyectable y para perfusión,ml
"FIBRINOGENO HUMANO 1,5 g/100 ml polvo y disolvente para solución inyectable",FIBRINOGENO HUMANO,polvo y disolvente para solución inyectable,ml
"FIBRINOGENO HUMANO 5,5 mg/cm² + TROMBINA HUMANA 2 UI/cm² matriz adhesiva",FIBRINOGENO HUMANO,matriz adhesiva,otro
"FIBRINOGENO HUMANO 8,1 mg/cm² + TROMBINA HUMANA 40 UI/cm² matriz adhesiva",FIBRINOGENO HUMANO,matriz adhesiva,otro
FIDAXOMICINA 200 mg comprimido,FIDAXOMICINA,comprimido,pastilla
"FILGRASTIM 12 M UI/0,2 ml solución inyectable y para perfusión en jeringa precargada",FILGRASTIM,solución inyectable y para perfusión en jeringa precargada,ml
"FILGRASTIM 30 M UI/0,5 ml solución inyectable y para perfusión en jeringa precargada",FILGRASTIM,solución inyectable y para perfusión en jeringa precargada,ml
FILGRASTIM 30 M UI/1 ml solución inyectable y para perfusión en jeringa precargada,FILGRASTIM,solución inyectable y para perfusión en jeringa precargada,ml
"FILGRASTIM 30 M UI/1,2 ml solución inyectable y para perfusión",FILGRASTIM,solución inyectable y para perfusión,ml
FILGRASTIM 30 M UI/ml solución inyectable y para perfusión,FILGRASTIM,solución inyectable y para perfusión,ml
"FILGRASTIM 48 M UI/0,5 ml solución inyectable y para perfusión en jeringa precargada",FILGRASTIM,solución inyectable y para perfusión en jeringa precargada,ml
"FILGRASTIM 48 M UI/0,8 ml solución inyectable y para perfusión en jeringa precargada",FILGRASTIM,solución inyectable y para perfusión en jeringa precargada,ml
"FILGRASTIM 48 M UI/1,6 ml solución inyectable",FILGRASTIM,solución inyectable,ml
FIMASARTAN (potásico) 120 mg comprimido,FIMASARTAN (potásico),comprimido,pastilla
FIMASARTAN (potásico) 60 mg comprimido,FIMASARTAN (potásico),comprimido,pastilla
"FIMASARTAN POTASICO 60 mg + HIDROCLOROTIAZIDA 12,5 mg comprimido",FIMASARTAN POTASICO,comprimido,pastilla
FINASTERIDA 1 mg comprimido,FINASTERIDA,comprimido,pastilla
FINASTERIDA 5 mg comprimido,FINASTERIDA,comprimido,pastilla
"FINGOLIMOD (hidrocloruro) 0,25 mg cápsula dura",FINGOLIMOD (hidrocloruro),cápsula dura,pastilla
"FINGOLIMOD (hidrocloruro) 0,5 mg comprimido",FINGOLIMOD (hidrocloruro),comprimido,pastilla
"FINGOLIMOD (hidrocloruro) 0,5 mg cápsula dura",FINGOLIMOD (hidrocloruro),cápsula dura,pastilla
FISOSTIGMINA SALICILATO 3 mg/ml gotas orales en solución,FISOSTIGMINA SALICILATO,gotas orales en solución,ml
"FISOSTIGMINA SALICILATO 4,5 mg comprimido",FISOSTIGMINA SALICILATO,comprimido,pastilla
FITATO DE CALCIO Y MAGNESIO 200 mg + L-GLUTAMINA 200 mg + TIAMINA CLORHIDRATO 10 mg comprimido,FITATO DE CALCIO Y MAGNESIO,comprimido,pastilla
"FITOMENADIONA 0,145 mg/ml gotas orales en solución",FITOMENADIONA,gotas orales en solución,ml
FITOMENADIONA 1 mg cápsula blanda,FITOMENADIONA,cápsula blanda,pastilla
"FITOMENADIONA 1 mg/0,5 ml solución inyectable",FITOMENADIONA,solución inyectable,ml
FITOMENADIONA 1 mg/ml solución inyectable,FITOMENADIONA,solución inyectable,ml
FITOMENADIONA 10 mg comprimido masticable,FITOMENADIONA,comprimido masticable,pastilla
FITOMENADIONA 10 mg/1 ml solución oral e inyectable,FITOMENADIONA,solución oral e inyectable,ml
FITOMENADIONA 10 mg/ml solución inyectable,FITOMENADIONA,solución inyectable,ml
FITOMENADIONA 2 % solución oral,FITOMENADIONA,solución oral,ml
"FITOMENADIONA 2 mg/0,2 ml solución oral e inyectable",FITOMENADIONA,solución oral e inyectable,ml
FITOMENADIONA 5 mg comprimido,FITOMENADIONA,comprimido,pastilla
FLAVODATO DISODICO 200 mg cápsula dura,FLAVODATO DISODICO,cápsula dura,pastilla
FLAVONOIDES PURIFICADOS MICRONIZADOS 1.000 mg comprimido,FLAVONOIDES PURIFICADOS MICRONIZADOS,comprimido,pastilla
FLAVONOIDES PURIFICADOS MICRONIZADOS 1.000 mg suspensión oral en sobre,FLAVONOIDES PURIFICADOS MICRONIZADOS,suspensión oral en sobre,ml
FLAVONOIDES PURIFICADOS MICRONIZADOS 500 mg comprimido,FLAVONOIDES PURIFICADOS MICRONIZADOS,comprimido,pastilla
FLAVOXATO CLORHIDRATO 200 mg comprimido,FLAVOXATO CLORHIDRATO,comprimido,pastilla
FLEROXACINO 200 mg comprimido,FLEROXACINO,comprimido,pastilla
FLEROXACINO 400 mg comprimido,FLEROXACINO,comprimido,pastilla
FLEROXACINO 400 mg/100 ml solución para perfusión,FLEROXACINO,solución para perfusión,ml
FLOCTAFENINA 200 mg comprimido,FLOCTAFENINA,comprimido,pastilla
FLORBETABEN ([18]f) 300 M Bq/ml solución inyectable,FLORBETABEN ([,solución inyectable,ml
FLOROGLUCINOL 150 mg + TRIMETILFLOROGLUCINOL 150 mg supositorio,FLOROGLUCINOL,supositorio,pastilla
FLOROGLUCINOL 160 mg liofilizado oral,FLOROGLUCINOL,liofilizado oral,pastilla
FLOROGLUCINOL 20 mg/ml gotas orales en solución,FLOROGLUCINOL,gotas orales en solución,ml
FLOROGLUCINOL 40 mg/4 ml + TRIMETILFLOROGLUCINOL 40 µg/4 ml solución inyectable,FLOROGLUCINOL,solución inyectable,ml
FLOROGLUCINOL 80 mg + SIMETICONA 125 mg cápsula dura,FLOROGLUCINOL,cápsula dura,pastilla
FLOROGLUCINOL 80 mg + TRIMETILFLOROGLUCINOL 80 mg comprimido,FLOROGLUCINOL,comprimido,pastilla
FLOROGLUCINOL 80 mg + TRIMETILFLOROGLUCINOL 80 mg cápsula dura,FLOROGLUCINOL,cápsula dura,pastilla
FLOROGLUCINOL 80 mg comprimido,FLOROGLUCINOL,comprimido,pastilla
FLOROGLUCINOL 80 mg comprimido bucodispersable,FLOROGLUCINOL,comprimido bucodispersable,pastilla
FLOROGLUCINOL 80 mg comprimido de liberación modificada,FLOROGLUCINOL,comprimido de liberación modificada,pastilla
FLOROGLUCINOL 80 mg liofilizado oral,FLOROGLUCINOL,liofilizado oral,pastilla
FLUBENDAZOL 100 mg comprimido,FLUBENDAZOL,comprimido,pastilla
FLUBENDAZOL 2 % suspensión oral,FLUBENDAZOL,suspensión oral,ml
FLUCICLOVINA [18]F 1.600 M Bq/ml solución inyectable,FLUCICLOVINA [,solución inyectable,ml
FLUCICLOVINA [18]F 3.200 M Bq/ml solución inyectable,FLUCICLOVINA [,solución inyectable,ml
FLUCITOSINA 1 % solución para perfusión,FLUCITOSINA,solución para perfusión,ml
FLUCITOSINA 500 mg comprimido,FLUCITOSINA,comprimido,pastilla
FLUCITOSINA 500 mg cápsula dura,FLUCITOSINA,cápsula dura,pastilla
"FLUCLOROLONA ACETONIDO 0,025 % crema",FLUCLOROLONA ACETONIDO,crema,otro
"FLUCLOROLONA ACETONIDO 0,025 % pomada",FLUCLOROLONA ACETONIDO,pomada,otro
"FLUCLOROLONA ACETONIDO 0,2 % crema",FLUCLOROLONA ACETONIDO,crema,otro
FLUCLOXACILINA (magnésica) 125 mg/5 ml polvo para solución oral,FLUCLOXACILINA (magnésica),polvo para solución oral,ml
FLUCLOXACILINA (magnésica) 250 mg/5 ml polvo para jarabe,FLUCLOXACILINA (magnésica),polvo para jarabe,ml
FLUCLOXACILINA (sódica) 1 g polvo para solución inyectable y para perfusión,FLUCLOXACILINA (sódica),polvo para solución inyectable y para perfusión,ml
FLUCLOXACILINA (sódica) 250 mg cápsula dura,FLUCLOXACILINA (sódica),cápsula dura,pastilla
FLUCLOXACILINA (sódica) 250 mg polvo para solución inyectable y para perfusión,FLUCLOXACILINA (sódica),polvo para solución inyectable y para perfusión,ml
FLUCLOXACILINA (sódica) 250 mg/5 ml polvo para suspensión oral,FLUCLOXACILINA (sódica),polvo para suspensión oral,ml
FLUCLOXACILINA (sódica) 500 mg cápsula dura,FLUCLOXACILINA (sódica),cápsula dura,pastilla
FLUCLOXACILINA (sódica) 500 mg polvo para solución inyectable y para perfusión,FLUCLOXACILINA (sódica),polvo para solución inyectable y para perfusión,ml
FLUCONAZOL 10 mg/ml polvo para suspensión oral,FLUCONAZOL,polvo para suspensión oral,ml
FLUCONAZOL 100 mg comprimido,FLUCONAZOL,comprimido,pastilla
FLUCONAZOL 100 mg cápsula dura,FLUCONAZOL,cápsula dura,pastilla
FLUCONAZOL 150 mg comprimido,FLUCONAZOL,comprimido,pastilla
FLUCONAZOL 150 mg cápsula dura,FLUCONAZOL,cápsula dura,pastilla
FLUCONAZOL 2 mg/ml solución para perfusión,FLUCONAZOL,solución para perfusión,ml
FLUCONAZOL 200 mg comprimido,FLUCONAZOL,comprimido,pastilla
FLUCONAZOL 200 mg cápsula dura,FLUCONAZOL,cápsula dura,pastilla
"FLUCONAZOL 37,5 mg + TINIDAZOL 500 mg comprimido",FLUCONAZOL,comprimido,pastilla
FLUCONAZOL 40 mg/ml polvo para suspensión oral,FLUCONAZOL,polvo para suspensión oral,ml
FLUCONAZOL 50 mg comprimido,FLUCONAZOL,comprimido,pastilla
FLUCONAZOL 50 mg cápsula dura,FLUCONAZOL,cápsula dura,pastilla
FLUDARABINA FOSFATO 10 mg comprimido,FLUDARABINA FOSFATO,comprimido,pastilla
FLUDARABINA FOSFATO 50 mg polvo para solución inyectable,FLUDARABINA FOSFATO,polvo para solución inyectable,ml
FLUDARABINA FOSFATO 50 mg/2 ml concentrado para solución inyectable y para perfusión,FLUDARABINA FOSFATO,concentrado para solución inyectable y para perfusión,ml
FLUDESOXIGLUCOSA ([18]f) 1.110 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDESOXIGLUCOSA ([18]f) 150 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDESOXIGLUCOSA ([18]f) 185 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDESOXIGLUCOSA ([18]f) 250 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDESOXIGLUCOSA ([18]f) 3.000 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDESOXIGLUCOSA ([18]f) 370 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDESOXIGLUCOSA ([18]f) 600 M Bq/ml solución inyectable,FLUDESOXIGLUCOSA ([,solución inyectable,ml
FLUDROCORTISONA (acetato) 50 µg comprimido,FLUDROCORTISONA (acetato),comprimido,pastilla
"FLUDROCORTISONA ACETATO 0,1 mg comprimido",FLUDROCORTISONA ACETATO,comprimido,pastilla
"FLUFENAMICO ACIDO 3 % + ACIDO SALICILICO 2 % + HEPARINOIDE 0,2 % gel",FLUFENAMICO ACIDO,gel,otro
"FLUFENAMICO ACIDO 3 % + ETILENGLICOL SALICILATO 2,64 % + HEPARINOIDE 0,2 % crema",FLUFENAMICO ACIDO,crema,otro
"FLUFENAMICO ACIDO 3 % + HEPARINOIDE 0,2 % crema",FLUFENAMICO ACIDO,crema,otro
FLUFENAZINA DECANOATO 100 mg/1 ml solución inyectable,FLUFENAZINA DECANOATO,solución inyectable,ml
FLUFENAZINA DECANOATO 125 mg/5 ml solución inyectable,FLUFENAZINA DECANOATO,solución inyectable,ml
FLUFENAZINA DECANOATO 25 mg/1 ml solución inyectable,FLUFENAZINA DECANOATO,solución inyectable,ml
FLUFENAZINA DICLORHIDRATO 100 mg comprimido,FLUFENAZINA DICLORHIDRATO,comprimido,pastilla
FLUFENAZINA DICLORHIDRATO 25 mg comprimido,FLUFENAZINA DICLORHIDRATO,comprimido,pastilla
FLUFENAZINA ENANTATO 100 mg/4 ml solución inyectable,FLUFENAZINA ENANTATO,solución inyectable,ml
FLUFENAZINA ENANTATO 25 mg/ml solución inyectable,FLUFENAZINA ENANTATO,solución inyectable,ml
FLUINDIONA 20 mg comprimido,FLUINDIONA,comprimido,pastilla
"FLUMAZENILO 0,1 mg/ml solución inyectable",FLUMAZENILO,solución inyectable,ml
FLUMEQUINA 400 mg comprimido,FLUMEQUINA,comprimido,pastilla
